Adduct,AllGroups,Analog:Adduct,Analog:Compound_Name,Analog:Compound_Source,Analog:Data_Collector,Analog:GNPSLibraryURL,Analog:IIN Best Ion=Library Adduct,Analog:INCHI,Analog:Instrument,Analog:Ion_Source,Analog:IonMode,Analog:Library_Class,Analog:MassDiff,Analog:MQScore,Analog:MZErrorPPM,Analog:PI,Analog:SharedPeaks,Analog:Smiles,Analog:SpectrumID,Analog:tags,Annotated Adduct Features ID,ATTRIBUTE_control,ATTRIBUTE_culture,ATTRIBUTE_media,ATTRIBUTE_number,ATTRIBUTE_sample,Best Ion,charge,ClassyFire#all classifications,ClassyFire#class,ClassyFire#class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#superclass,ClassyFire#superclass probability,cluster index,componentindex,Compound_Name,Compound_Source,Correlated Features Group ID,Data_Collector,DefaultGroups,featureId,G1,G2,G3,G4,G5,G6,GNPSGROUP:1,GNPSGROUP:1910,GNPSGROUP:19197,GNPSGROUP:2,GNPSGROUP:3,GNPSGROUP:7806,GNPSGROUP:A,GNPSGROUP:blank,GNPSGROUP:control,GNPSGROUP:N,GNPSGROUP:spentmedia,GNPSGROUP:U,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,id,IIN Best Ion=Library Adduct,INCHI,Instrument,Ion_Source,IonMode,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,Library_Class,MassDiff,molecularFormula,MQScore,MZErrorPPM,name,neutral M mass,NODE_TYPE,NPC#class,NPC#class Probability,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,number of spectra,p,p-corrected,parent mass,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3,PI,precursor mass,precursorFormula,RTConsensus,RTMean,selected,shared name,SharedPeaks,significant,Smiles,SpectrumID,statistic,stats_significant,sum(precursor intensity),tags,Total peak area,UniqueFileSources
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,Imidazopyrimidines,0.8630140423774720,,,Purines and purine derivatives,0.7439464330673220,Purines and purine derivatives,0.7439464330673220,Organoheterocyclic compounds,0.9999910593032840,323,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,539411.9255555560,276089.6622222220,608688.17,587107.9155555560,521946.32,763688.3288888890,527852.414,0.0,0.0,369387.42100000000,520568.2614035090,586379.71,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""323"",""main.cluster index_upperinput"":""323""}",This Node is a Singleton,261_testrun_sirius_323,,,,,,0.544557873267196,-0.658402785928321,-0.450863699864582,-0.974702391236887,-0.907171369541408,-1.34251787549433,-1.01636518995626,-0.844793767486917,-0.676191846825747,-0.904620947569861,0.566801751410206,1.06635394871391,1.12348275721761,0.607688479669553,-0.506606817920947,-1.00136087126927,0.166207095498324,-0.100951138542526,,,C6H7N5,,,323,0.0,Feature Node,Purine alkaloids,0.9638960361480710,Alkaloids,0.9963994026184080,Pseudoalkaloids,0.863466203212738,27,0.21444917,1.0,150.0773,1.80158780945439,-1.13095774118232,1.1810184501303,1.59794245640938,1.8200461840977,-0.880099687025495,-0.915220051548572,0.931065794574009,0.904073580950859,,150.0773,C6H7N5,2.8526,2.8526,FALSE,323,,FALSE,,,3.079365,,1.483619545E+07,,1648466,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,1910,N,"2,1,3",spentmedia,,0,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9767467975616460,Amino acids and derivatives,0.9533107280731200,Alpha amino acids and derivatives,0.8476325273513790,"Amino acids, peptides, and analogues",0.9572104811668400,Organic acids and derivatives,0.9899395108222960,379,32,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,3411.7604444444400,302620.419,0.0,1525.014111111110,297683.64444444400,0.0,0.0,0.0,0.0,272358.3771,95564.34284210530,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""379"",""main.cluster index_upperinput"":""379""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=36567cda770c411aa0815b3fa7203a3e&show=true,316_testrun_sirius_379,,,,,,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.126301095332561,-0.171199802788454,5.09846571955549,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,,,C23H42N4O4,,,379,0.0,Feature Node,Simple amide alkaloids,0.2523418366909030,Amino acids and Peptides,0.33142727613449100,Oligopeptides,0.1297784298658370,3,0.2576222,1.0,421.317,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,-0.200040200893103,,421.317,C23H40N4O3,4.2676,4.2676,FALSE,379,,FALSE,,,2.712522,,2723583.7710000000,,302620,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,1910,"N,U,A","2,1,3",spentmedia,,0,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,Fatty Acyls,0.9572193622589110,Long-chain fatty acids,0.7003883719444280,Long-chain fatty acids,0.7003883719444280,Fatty acids and conjugates,0.8364028334617620,Lipids and lipid-like molecules,0.9586538076400760,587,-1,,,106.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,44323.319444444400,165772.84044444400,0.0,65090.37333333330,56359.147666666700,0.0,74071.9715,0.0,0.0,941.7999,52349.31803508770,74181.785,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""587"",""main.cluster index_upperinput"":""587""}",This Node is a Singleton,472_testrun_sirius_587,,,,,,-0.506868650717945,0.982411599522455,3.23326717442139,1.78033884856957,-0.506868650717945,-0.506868650717945,-0.45225398658272,1.45107888506715,1.68310280896291,1.45942768439813,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,,,C23H44O7,,,587,0.0,Feature Node,Open-chain polyketides,0.42085525393486000,Fatty acids,0.7032857537269590,Linear polyketides,0.6668761372566220,7,0.65374094,1.0,433.3156,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,-0.506868650717945,,433.3156,C23H44O7,10.3237,10.3237,FALSE,587,,FALSE,,,0.8500882,,1491955.564,,165772,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Oxoprolines; Pyrrolidine carboxylic acids; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9999700784683230,Amino acids and derivatives,0.8124725222587590,Proline and derivatives,0.9616993069648740,"Amino acids, peptides, and analogues",0.8080695271492000,Organic acids and derivatives,0.999990701675415,788,-1,,,83.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,19221.016384444400,2720.6426733333300,1247.4412222222200,19874.58378333330,28885.172655555600,64012.688927777800,2011.088821,867725.7666666670,216931.44166666700,57120.881200000000,21467.612470526300,2050.72552,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""788"",""main.cluster index_upperinput"":""788""}",This Node is a Singleton,619_testrun_sirius_788,,,,,,-0.431858441174318,-0.384372967380786,-0.315579968351454,-0.20510440709153,-0.431858441174318,-0.431858441174318,-0.279961135807674,-0.364849599891311,-0.316687703001995,-0.335722080270314,-0.431858441174318,-0.431858441174318,-0.431858441174318,0.140831398763518,-0.431858441174318,-0.431858441174318,-0.431858441174318,-0.431858441174318,,,C5H7NO3,,,788,0.0,Feature Node,Aminoacids,0.8441482782363890,Amino acids and Peptides,0.9422992467880250,Small peptides,0.9987314343452450,19,,,130.0499,-0.214677143444292,2.21416161867062,-0.2974981159251,-0.400127716656011,-0.256281188874887,2.22968070411083,3.73672738602747,-0.361133289843493,-0.270821379290411,,130.0499,C5H7NO3,17.0577,17.0577,FALSE,788,,,,,,,3215004.2554100000,,67980,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Hydropyrimidines; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Diazines,0.9982205033302310,Aminopyrimidines and derivatives,0.9796465039253240,Aminopyrimidines and derivatives,0.9796465039253240,Pyrimidines and pyrimidine derivatives,0.9934183359146120,Organoheterocyclic compounds,0.9993287324905400,400,-1,,,62.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,9801329.494111110,2.62734306666667E+07,235930.84722222200,9214510.994,1.04998935368889E+07,3006372.511111110,9791151.0716,1958.20832,176711.54233,9484023.38,9333124.568614040,7359474.967,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""400"",""main.cluster index_upperinput"":""400""}",This Node is a Singleton,337_testrun_sirius_400,,,,,,-0.743693841325442,2.28337904425686,2.5217487910731,1.62842291874889,1.24166111378527,0.513723720662161,0.878924007961202,0.73043236184384,0.668473118276662,1.21227002384638,-0.747346666553206,-0.748805299420334,-0.748643392527441,-0.739753062696938,-0.656426277797841,-0.748025469196295,-0.746864726501006,-0.745111173887981,,,C4H5N3O,,,400,0.0,Feature Node,Imidazole alkaloids,0.5233328938484190,Alkaloids,0.9937896132469180,Histidine alkaloids,0.5848029851913450,33,0.8623034,1.0,112.0507,-0.498230412128162,-0.648504495269804,-0.543612474937236,-0.546452408062543,-0.4918812998454,-0.626431331469717,-0.617035599192931,-0.538820311429911,-0.543396858212172,,112.0507,C4H5N3O,5.2167,5.2167,FALSE,400,,FALSE,,,0.2962963,,2.6635236881096E+08,,29515734,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,1910,N,"2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9950610995292660,Amino acids and derivatives,0.8593674302101140,Amino acids and derivatives,0.8593674302101140,"Amino acids, peptides, and analogues",0.8629811406135560,Organic acids and derivatives,0.9997343420982360,638,32,,,89.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,27392.34888888890,95926.40077777780,0.0,2233.0241111111100,66301.02777777780,0.0,0.0,0.0,0.0,86333.7607,30292.547614035100,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""638"",""main.cluster index_upperinput"":""638""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=36567cda770c411aa0815b3fa7203a3e&show=true,507_testrun_sirius_638,,,,,,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,2.14065867616889,-0.101840278097376,4.53919398518487,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,,,C20H35N3O2,,,638,0.0,Feature Node,Quinolizidine alkaloids,0.5187607407569890,Alkaloids,0.494981974363327,Lysine alkaloids,0.658325731754303,3,0.025924746,1.0,367.3064,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,-0.274083849302349,,367.3064,C20H38N4O2,11.5741,11.5741,FALSE,638,,FALSE,,,7.3051147,,863337.607,,95926,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Thioethers; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.6655892133712770,Amino acids and derivatives,0.5157987475395200,Amino acids and derivatives,0.5157987475395200,"Amino acids, peptides, and analogues",0.5300195813179020,Organic acids and derivatives,0.8210614919662480,211,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,79195.108,29189.073,125687.91933333300,68944.49177777780,66217.62955555560,59480.237,62806.3788,0.0,0.0,41644.338,67691.75663157890,88470.7896,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""211"",""main.cluster index_upperinput"":""211""}",This Node is a Singleton,159_testrun_sirius_211,,,,,,1.9824483145649,-0.670526679363538,-0.484276302635519,-0.392722346124712,-0.881458684555045,-1.03165872143627,-0.885873775479093,-0.665086421620374,-0.772793367753535,-0.719945208573541,0.781883252497397,-0.078717019999689,0.123706953555423,1.78618139889948,0.570289043769147,-0.581684534467024,1.92021796739825,1.27921259082456,,,C6H14N2OS,,,211,0.0,Feature Node,Polyamines,0.09338272362947460,Alkaloids,0.2527070939540860,Ornithine alkaloids,0.1786457598209380,27,0.12678586,1.0,163.0898,1.26126741862922,-1.17851251590546,-0.193311762624966,0.218565145427985,1.53570136985668,-1.13452344008967,-1.13728225274079,-0.428957738756145,-0.222142683297668,,163.0898,C6H14N2OS,1.889,1.889,FALSE,211,,FALSE,,,4.1305113,,1929215.0640000000,,214357,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,1910","N,U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,Organooxygen compounds,1.0,Monosaccharides,0.7179069519042970,Hexoses,0.5634161233901980,Carbohydrates and carbohydrate conjugates,0.5201605558395390,Organic oxygen compounds,1.0,349,-1,,,115.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,313146.1744444450,884033.0877777780,0.0,273837.97555555600,297048.9377777780,0.0,132668.085,0.0,75.23503000000000,508212.534012,279173.62316,154779.254,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""349"",""main.cluster index_upperinput"":""349""}",This Node is a Singleton,287_testrun_sirius_349,,,,,,-0.600455718859549,0.714470895831178,1.19031852513171,0.161131003318566,3.04074749308076,1.60294833415078,2.38811640600686,0.435454987086484,0.771150806228375,0.50386448863717,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,,,C14H24O6,,,349,0.0,Feature Node,Hydroxy fatty acids,0.42983970046043400,Fatty acids,0.6569213271141050,Fatty Acids and Conjugates,0.5397128462791440,10,0.7114942,1.0,271.1536,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,-0.600455718859549,,271.1536,C14H22O5,3.3661,3.3661,FALSE,349,,FALSE,,,0.680776,,7956598.7301200000,,884033,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910",N,"2,1,3",spentmedia,,0,"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzenesulfonamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.7780992388725280,Amino acids and derivatives,0.6084263920784000,Amino acids and derivatives,0.6084263920784000,"Amino acids, peptides, and analogues",0.6074523329734800,Organic acids and derivatives,0.9892569184303280,523,56,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,11341.727555555600,537.4686666666670,410.7725222222220,57203.5841,13666.575088888900,81263.64555555560,0.0,0.0,0.0,73990.69807,25961.648445614000,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""523"",""main.cluster index_upperinput"":""523""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=56&task=36567cda770c411aa0815b3fa7203a3e&show=true,421_testrun_sirius_523,,,,,,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.196290817125489,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.28582692507797,-0.254033047853323,-0.263361037233137,-0.28582692507797,-0.28582692507797,,,C10H14N2O4S,,,523,0.0,Feature Node,Aminoacids,0.30394336581230200,Amino acids and Peptides,0.6166113615036010,Lysine alkaloids,0.2758503556251530,6,0.013345536,1.0,276.101,-0.28582692507797,0.809743356345078,-0.28582692507797,-0.28582692507797,-0.28582692507797,4.82585542553889,1.08045154696536,-0.28582692507797,-0.28582692507797,,276.101,C10H17N3O4S,8.1955,8.1955,FALSE,523,,FALSE,,,8.633146,,739906.9807000000,,82211,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; 6-aminopurines; N-arylamides; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Imidazopyrimidines,0.2587241530418400,6-aminopurines,0.5832794308662420,6-aminopurines,0.5832794308662420,Purines and purine derivatives,0.16598309576511400,Organoheterocyclic compounds,0.9954206347465520,362,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,1482824.4722222200,2254560.02,1255963.0311111100,1494355.1988888900,1560214.0311111100,1026870.6511111100,1840865.98098,542.9526733333330,17739.856193333300,1041502.947,1434096.5458263200,1208327.05123,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""362"",""main.cluster index_upperinput"":""362""}",This Node is a Singleton,300_testrun_sirius_362,,,,,,-0.55311154863483,1.97828064904835,2.95521426525146,1.47445396472731,-0.117896982448799,-1.02357483874692,-0.386528785846329,0.616740619586148,0.739835214101586,1.23281472967663,0.419678829198343,0.716902382249888,0.796138477838652,-0.462132575759717,-0.653645732594027,-0.930480039555849,-0.592787144982274,-0.749623075079344,,,C5H7N5O,,,362,0.0,Feature Node,Purine alkaloids,0.8812372088432310,Alkaloids,0.9450884461402890,Pseudoalkaloids,0.7492325901985170,33,0.085709624,1.0,136.0617,-0.0875669848816538,-0.737723168578469,-0.889573345222943,-0.35876789125853,0.0475233358079685,-0.719001561496405,-0.789866632185857,-0.996393895128987,-0.928908265085403,,136.0617,C5H5N5,3.6239,3.6239,FALSE,362,,FALSE,,,4.9135804,,4.090858865012E+07,,4537393,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Pyrimidine nucleosides; Aminopyrimidines and derivatives; Diazines; Hydropyrimidines; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Pyrimidine nucleosides,0.8041225671768190,,,Pyrimidine nucleosides,0.8041225671768190,,,"Nucleosides, nucleotides, and analogues",0.9354974031448360,267,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,78714.74325555560,202585.11977777800,5491.353788888890,67709.56038888890,84892.92650444440,23240.756582222200,31830.77227,0.0,4112.033725,164781.2738,73336.11013298250,13218.274554,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""267"",""main.cluster index_upperinput"":""267""}",This Node is a Singleton,209_testrun_sirius_267,,,,,,-0.499580723595462,0.134481602488018,0.714288579742067,0.531750890625373,3.52024144045127,1.59367395933531,2.6519367252503,-0.241427061462484,-0.271169741307753,-0.337671426954628,-0.525310361120815,-0.521054223257367,-0.529824917626631,-0.538646806066526,-0.336319342583488,-0.538646806066526,-0.500398386344117,-0.525743888668297,,,C8H13N3O3,,,267,0.0,Feature Node,Pyrimidine nucleos(t)ides,0.9997583031654360,Carbohydrates,0.9600096940994260,Nucleosides,0.9821771383285520,26,0.20738211,1.0,182.0923,-0.423967533053673,-0.398715476101259,-0.530475190277884,-0.431915460654272,-0.538646806066526,-0.323389779969955,-0.214137693692889,-0.386654928825413,-0.532676644196367,,182.0923,C8H11N3O2,2.2448,2.2448,FALSE,267,,FALSE,,,3.1463845,,2098303.20624,,231317,N/A
